4088	-40634	4190	-40990	4060	-40859
4102	-40597	4224	-40969	4073	-40897
4116	-40559	4258	-40947	4087	-40935
4130	-40522	4291	-40925	4101	-40972
4144	-40484	4325	-40904	4114	-41010
4145	-40479	4338	-40895	4123	-41034
4132	-40517	4305	-40917	4157	-41012
4118	-40554	4271	-40938	4190	-40990
4104	-40592	4237	-40960	4224	-40969
4090	-40629	4204	-40982	4258	-40947
4076	-40667	4170	-41003	4291	-40925
4062	-40704	4137	-41025	4325	-40904
4048	-40742	4123	-41034	4338	-40895
4034	-40779	4140	-40998	4305	-40917
4032	-40784	4158	-40962	4271	-40938
4046	-40822	4175	-40926	4237	-40960
4060	-40859	4193	-40890	4204	-40982
4073	-40897	4210	-40854	4170	-41003
4087	-40935	4227	-40818	4137	-41025
4101	-40972	4245	-40782	4123	-41034
4114	-41010	4262	-40746	4157	-41012
4123	-41034	4291	-40733	4190	-40990
4157	-41012	4330	-40742	4224	-40969
4190	-40990	4369	-40751	4258	-40947
4224	-40969	4408	-40759	4291	-40925
4258	-40947	4447	-40768	4325	-40904
4291	-40925	4486	-40777	4338	-40895
4325	-40904	4525	-40785	4305	-40917
4338	-40895	4564	-40794	4271	-40938
4305	-40917	4603	-40803	4237	-40960
4271	-40938	4642	-40811	4204	-40982
4237	-40960	4644	-40812	4170	-41003
4204	-40982	4605	-40822	4137	-41025
4170	-41003	4567	-40833	4123	-41034
4137	-41025	4528	-40843	4140	-40998
4123	-41034	4489	-40854	4158	-40962
4157	-41012	4451	-40864	4175	-40926
4190	-40990	4412	-40875	4193	-40890
4224	-40969	4374	-40885	4210	-40854
4258	-40947	4338	-40895	4227	-40818
4291	-40925	4305	-40917	4245	-40782
4325	-40904	4271	-40938	4262	-40746
4338	-40895	4237	-40960	4291	-40733
4305	-40917	4204	-40982	4330	-40742
4271	-40938	4170	-41003	4369	-40751
4237	-40960	4137	-41025	4408	-40759
4204	-40982	4123	-41034	4447	-40768
4170	-41003	4157	-41012	4486	-40777
4137	-41025	4190	-40990	4525	-40785
4123	-41034	4224	-40969	4564	-40794
4109	-40996	4258	-40947	4603	-40803
4096	-40959	4291	-40925	4642	-40811
4082	-40921	4325	-40904	4644	-40812
4068	-40883	4338	-40895	4613	-40786
4055	-40846	4305	-40917	4582	-40761
4041	-40808	4271	-40938	4551	-40736
4032	-40784	4237	-40960	4520	-40711
4046	-40822	4204	-40982	4489	-40685
4060	-40859	4170	-41003	4458	-40660
4073	-40897	4137	-41025	4440	-40645
4087	-40935	4123	-41034	4471	-40671
4101	-40972	4157	-41012	4502	-40696
4114	-41010	4190	-40990	4533	-40721
4123	-41034	4224	-40969	4564	-40746
4157	-41012	4258	-40947	4595	-40772
4190	-40990	4291	-40925	4626	-40797
4224	-40969	4325	-40904	4644	-40812
4258	-40947	4338	-40895	4644	-40812
4291	-40925	4305	-40917	4613	-40786
4325	-40904	4271	-40938	4582	-40761
4338	-40895	4237	-40960	4551	-40736
4305	-40917	4204	-40982	4520	-40711
4271	-40938	4170	-41003	4489	-40685
4237	-40960	4137	-41025	4458	-40660
4204	-40982	4123	-41034	4440	-40645
4170	-41003	4157	-41012	4404	-40628
4137	-41025	4190	-40990	4368	-40611
4123	-41034	4224	-40969	4331	-40594
4109	-40996	4258	-40947	4295	-40577
4096	-40959	4291	-40925	4293	-40576
4082	-40921	4325	-40904	4293	-40576
4068	-40883	4338	-40895	4293	-40576
4055	-40846	4305	-40917	4293	-40576
4041	-40808	4271	-40938	4293	-40576
4032	-40784	4237	-40960	4293	-40576
4032	-40784	4204	-40982	4293	-40576
4032	-40784	4170	-41003	4293	-40576
4046	-40822	4137	-41025	4293	-40576
4060	-40859	4123	-41034	4293	-40576
4073	-40897	4157	-41012	4293	-40576
4087	-40935	4190	-40990	4293	-40576
4101	-40972	4224	-40969	4287	-40616
4114	-41010	4258	-40947	4281	-40655
4123	-41034	4291	-40925	4275	-40695
4157	-41012	4325	-40904	4276	-40730
4190	-40990	4338	-40895	4315	-40739
